station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;13,8;22,5;1;Lamp-mac 3;0,4905;8008;oui;-18,72;-18,83;-18,58;-18,58;46,1;41,13;3509;11,16;11,28;14,23;13,19;3,24;3,12
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,01;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;14,3;26,5;1;Lamp-mac 2;0,5115;6839;oui;-21,44;-19,82;-19,79;-19,79;51,26;39,16;2652;11,07;11,43;10,27;12,54;4,99;3,12
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,02;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;14,1;23,5;1;Lamp-mac 1;0,502;6582;oui;-21,23;-20,04;-19,98;-19,98;50,4;39,38;2796;11,64;11,76;11,06;12,6;4,56;3,12
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,03;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;14,8;26,5;1;Lamp-mac 8;0,4545;6528;oui;-21,74;-19,6;-19,88;-19,88;54,64;39,05;4153;12;12,05;9,91;12,41;5,52;3,15
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,04;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,8;18,5;1;Lamp-mac 5;0,5215;7765;oui;-21,62;-18,55;-19,28;-19,28;56,88;39,51;4253;11,17;11,37;8,82;12,54;6,45;3,15
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,05;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;14,1;24;1;Lamp-mac 6;0,4775;7354;oui;-21,99;-19,85;-19,98;-19,98;58,95;40,29;2567;11,55;11,93;10,69;12,63;5,51;3,19
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,06;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;13,5;21,5;1;Lamp-mac 18;0,483;7058;oui;-21,72;-19,09;-19,44;-19,44;55,9;39,5;4160;11,98;12,08;9,3;12,36;6,01;3,2
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,07;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;14,1;22;1;Lamp-mac 9;0,514;7309;oui;-22,1;-19,82;-20;-20;54,33;38,8;4579;11,58;11,65;9,61;12,06;5,65;3,22
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,08;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;13,1;19,5;1;Lamp-mac 7;0,5505;7673;oui;-21,32;-19,33;-19,62;-19,62;53,28;37,79;2774;11,91;11,92;9,93;11,72;5,37;3,22
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,09;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;13,4;21,5;1;Lamp-mac 10;0,5345;7986;oui;-21,29;-19,12;-19,38;-19,38;57,55;40,46;2794;11,83;11,8;10,37;12,48;5,55;3,24
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,1;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;11,5;13,5;1;Lamp-mac 14;0,5175;6858;oui;-20,99;-19,75;-19,68;-19,68;50,76;37,62;2863;11,06;10,97;11;11,58;4,61;3,25
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,11;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,7;17,5;1;Lamp-mac 4;0,522;7628;oui;-21,99;-19,35;-19,94;-19,94;55,81;41,52;4469;11,13;11,06;9,26;12,78;6,03;3,25
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,12;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,3;17;1;Lamp-mac 20;0,531;7691;oui;-22,81;-19,98;-20,45;-20,45;55,51;39,56;4392;11,3;11,52;8,93;12,18;6,21;3,25
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,13;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;13,8;20;1;Lamp-mac 19;0,534;8091;oui;-21,99;-18,21;-19,31;-19,31;58,42;39,94;4018;11,73;11,94;8,15;12,27;7,17;3,26
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,14;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,8;18,5;1;Lamp-mac 17;0,4735;6453;oui;-21,06;-19,46;-19,28;-19,28;52,38;39,49;2499;11,38;11,3;10,53;12,13;4,97;3,26
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,15;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,9;21,5;1;Lamp-mac 15;0,4595;6626;oui;-22,24;-18,84;-19,86;-19,86;54,93;40,09;3430;11,82;11,97;8,09;12,22;6,79;3,28
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,16;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12;16,5;1;Lamp-mac 11;0,5425;7739;oui;-21,25;-19,14;-19,29;-19,29;54,88;39,64;2740;11,63;11,58;10,02;12,06;5,48;3,29
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,17;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,2;18,5;1;Lamp-mac 16;0,499;7309;oui;-21,7;-19,48;-19,78;-19,78;55,84;40,62;4601;11,76;11,6;9,98;12,24;5,6;3,32
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,18;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,9;19,5;1;Lamp-mac 12;0,4695;6942;oui;-23,11;-19,57;-20,39;-20,39;56,66;38,31;3574;11,23;10,85;8,18;11,55;6,92;3,32
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,19;2458,833;1124,658;Fish;Myctophidae;lamp-mac;Lampanyctus_macdonaldi;12,3;18;1;Lamp-mac 13;0,5315;7236;oui;-21,13;-19,12;-19,42;-19,42;52,38;42,77;2617;11,47;11,05;9,72;12,8;5,39;3,34
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,54;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12;16,5;1;Lamp-cro 30;0,5;7970;non;-19,27;-19,3;NA;-19,3;44,78;NA;3409;10,91;NA;13,49;NA;3,32;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,56;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,7;17;1;Lamp-cro 31;0,501;8154;non;-19,01;-19,04;NA;-19,04;45,68;NA;3484;9,99;NA;13,75;NA;3,32;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,66;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13,2;4;1;Lesti-sphy 3;0,498;9190;non;-19,76;-19,8;NA;-19,76;45,34;NA;4350;10,95;NA;13,67;NA;3,32;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,84;2180,4;1625,32;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 23;0,4635;8030;non;-20,68;-20,71;NA;-20,71;42,84;NA;3048;8,94;NA;12,89;NA;3,32;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,68;1116,923;109,28305;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 32;0,4995;7788;non;-20,17;-20,2;NA;-20,2;42,36;NA;3208;9,08;NA;12,74;NA;3,32;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,6;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,6;7;1;Xeno- cop 40;0,4915;7760;non;-20,17;-20,2;NA;-20,2;41,71;NA;3093;10,55;NA;12,55;NA;3,32;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,54;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11;9;1;Xeno-cop 73;0,492;7953;non;-20,11;-20,14;NA;-20,14;40,63;NA;3017;10,34;NA;12,23;NA;3,32;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,82;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,3;4,6;1;Xeno-cop 94;0,449;10537;non;-20,52;-20,56;NA;-20,56;38,81;NA;5571;8,79;NA;11,7;NA;3,32;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,23;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;11,5;2,5;1;Arct-ris 42;0,47;7867;non;-20,03;-20,05;NA;-20,05;43,39;NA;3114;10,84;NA;13,02;NA;3,33;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,72;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,2;5;1;Lamp-cro 4;0,4685;7458;non;-20,16;-20,18;NA;-20,18;44,35;NA;3120;8,79;NA;13,3;NA;3,33;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,78;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,9;6;1;Lamp-cro 2;0,524;8351;non;-20,03;-20,06;NA;-20,06;45,9;NA;3633;10,23;NA;13,79;NA;3,33;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,39;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,2;9;1;Lamp-cro 94;0,4765;7634;non;-19,99;-20,02;NA;-20,02;46,98;NA;3272;10,53;NA;14,1;NA;3,33;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,53;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,5;13,5;1;Lamp-cro 37;0,4555;7657;non;-19,84;-19,86;NA;-19,86;45,5;NA;3154;10,63;NA;13,67;NA;3,33;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,61;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13;3;1;Lesti-sphy 6;0,533;9494;non;-20,1;-20,12;NA;-20,1;45,72;NA;4692;10,46;NA;13,72;NA;3,33;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,67;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13,5;4;1;Lesti-sphy 8;0,528;9381;non;-19,95;-19,98;NA;-19,95;45,85;NA;4637;10,47;NA;13,78;NA;3,33;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,77;2217,412;1501,017;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 12;0,5345;8057;non;-20,75;-20,77;NA;-20,77;42,27;NA;3404;8,31;NA;12,69;NA;3,33;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,77;2281,333;1284,128;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;47;18;1;Ser-bea 19;0,55;10608;non;-20,37;-20,39;NA;-20,37;39,19;NA;3477;9,39;NA;11,76;NA;3,33;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,65;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5;4;1;Arg-olf 1;0,5255;7788;non;-19,7;-19,71;NA;-19,7;42,35;NA;3342;10,4;NA;12,67;NA;3,34;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,35;2180,4;1625,32;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,6;4,5;1;Arg-olf 22;0,5075;8122;non;-19,9;-19,91;NA;-19,9;44,54;NA;3460;10,02;NA;13,32;NA;3,34;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,79;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,6;6;1;Lamp-cro 20;0,473;7516;non;-20,09;-20,1;NA;-20,1;45,83;NA;3255;9,66;NA;13,7;NA;3,34;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,28;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;6,7;2,5;1;Lamp-cro 100;0,4625;7449;non;-20;-20,01;NA;-20,01;44,07;NA;2947;9,84;NA;13,19;NA;3,34;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,6;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;11,1;2,5;1;Lesti-sphy 12;0,5335;9407;non;-20,13;-20,14;NA;-20,13;43,97;NA;4445;10,43;NA;13,16;NA;3,34;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,62;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13,1;3,5;1;Lesti-sphy 4;0,505;9551;non;-20,1;-20,11;NA;-20,1;46,41;NA;4502;10,58;NA;13,9;NA;3,34;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,93;3541,185;3516,025;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;1;5;Mega-nor 17;0,545;8337;non;-20,78;-20,8;NA;-20,8;42,72;NA;3599;7,98;NA;12,79;NA;3,34;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,14;1661,471;1290,521;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 5;0,507;7497;non;-20,68;-20,69;NA;-20,69;43,21;NA;3249;8,25;NA;12,94;NA;3,34;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,69;1116,923;109,28305;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 33;0,4595;7581;non;-20,48;-20,5;NA;-20,5;41,22;NA;2864;9,08;NA;12,35;NA;3,34;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,43;1116,923;109,28305;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;46,8;15,5;1;Ser-bea 26;0,4815;7922;non;-20,08;-20,09;NA;-20,08;41,15;NA;2985;10,16;NA;12,32;NA;3,34;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,9;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,5;11;1;Xeno-cop 83;0,5225;9625;non;-20,19;-20,2;NA;-20,2;41,2;NA;4417;10,23;NA;12,32;NA;3,34;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,02;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;13,5;3,5;1;Arct-ris 30;0,518;7929;non;-19,97;-19,98;NA;-19,98;42,94;NA;3353;10,44;NA;12,83;NA;3,35;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,47;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,5;17,5;1;Lamp-cro 46;0,513;8317;non;-19,24;-19,25;NA;-19,25;45,46;NA;3520;10,13;NA;13,57;NA;3,35;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,48;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,8;6;1;Lamp-cro 40;0,4945;7750;non;-20,1;-20,1;NA;-20,1;42,68;NA;3171;9,86;NA;12,74;NA;3,35;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,8;2217,412;1501,017;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 15;0,515;7687;non;-20,56;-20,56;NA;-20,56;42;NA;3257;8,51;NA;12,55;NA;3,35;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,82;2281,333;1284,128;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 26;0,514;7245;non;-20,22;-20,22;NA;-20,22;41,47;NA;3120;9,04;NA;12,37;NA;3,35;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,85;2281,333;1284,128;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 29;0,4645;7590;non;-20,4;-20,4;NA;-20,4;42,78;NA;2908;8,6;NA;12,78;NA;3,35;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,69;2458,833;1124,658;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;45;11;1;Ser-bea 7;0,4685;6896;non;-20,28;-20,29;NA;-20,28;37,23;NA;2635;9,6;NA;11,12;NA;3,35;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,66;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10,5;9,5;1;Xeno-cop 58;0,508;7700;non;-20,15;-20,16;NA;-20,16;40,68;NA;3131;10,31;NA;12,16;NA;3,35;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,07;2281,333;1284,128;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;9;18,5;1;Arg-olf 31;0,5295;11924;non;-19,63;-19,63;NA;-19,63;45,94;NA;3909;10,78;NA;13,67;NA;3,36;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,42;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;4,9;4;1;Arg-olf 14;0,486;7758;non;-19,68;-19,67;NA;-19,68;43,46;NA;3174;10,66;NA;12,92;NA;3,36;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,38;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10;8;1;Lamp-cro 91;0,4595;7424;non;-19,97;-19,96;NA;-19,96;45,7;NA;3042;10,58;NA;13,61;NA;3,36;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,42;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,9;11,5;1;Lamp-cro 95;0,545;7995;non;-19,86;-19,86;NA;-19,86;43,14;NA;3406;10,79;NA;12,86;NA;3,36;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,21;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;14,8;24,5;1;Lamp-cro 113;0,4975;8543;non;-19,41;-19,41;NA;-19,41;47,48;NA;3631;10,1;NA;14,14;NA;3,36;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,94;3541,185;3516,025;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;1;5;Mega-nor 18;0,5425;8263;non;-20,95;-20,95;NA;-20,95;42,57;NA;3574;8,04;NA;12,67;NA;3,36;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,86;2281,333;1284,128;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 30;0,481;7403;non;-20,32;-20,32;NA;-20,32;41,96;NA;2946;8,74;NA;12,49;NA;3,36;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,97;2458,833;1124,658;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 7;0,489;7712;non;-20,85;-20,85;NA;-20,85;42,85;NA;3160;8,22;NA;12,77;NA;3,36;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,98;2458,833;1124,658;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 8;0,488;7582;non;-20,34;-20,33;NA;-20,33;43,71;NA;3207;8,49;NA;13;NA;3,36;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,89;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,5;10,8;1;Xeno-cop 95;0,499;9798;non;-20,01;-20;NA;-20;43,59;NA;4467;10,46;NA;12,98;NA;3,36;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,42;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,1;7,5;1;Arct-ris 14;0,554;6429;non;-20,29;-20,27;NA;-20,27;45,58;NA;3757;10,46;NA;13,51;NA;3,37;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,04;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;13,5;7,5;1;Arct-ris 27;0,4775;7740;non;-20,25;-20,24;NA;-20,24;43,75;NA;3132;10,28;NA;12,98;NA;3,37;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,03;2281,333;1284,128;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;6,1;6;1;Arg-olf 36;0,5235;11403;non;-19,78;-19,76;NA;-19,78;44,7;NA;3719;10,43;NA;13,27;NA;3,37;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,41;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5;4;1;Arg-olf 13;0,5415;8047;non;-19,7;-19,68;NA;-19,7;42,07;NA;3422;10,64;NA;12,49;NA;3,37;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,25;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 3;0,551;8390;non;-19,71;-19,7;NA;-19,7;42,72;NA;3525;10,69;NA;12,68;NA;3,37;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,5;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;13,6;21,5;1;Lamp-cro 41;0,5315;6544;non;-19,27;-19,25;NA;-19,25;46,75;NA;3761;10,83;NA;13,87;NA;3,37;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,95;3541,185;3516,025;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;1;5;Mega-nor 19;0,4975;7708;non;-20,96;-20,94;NA;-20,94;43,17;NA;3340;8,14;NA;12,81;NA;3,37;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,79;2217,412;1501,017;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 14;0,534;8207;non;-20,62;-20,61;NA;-20,61;43,15;NA;3433;8,25;NA;12,81;NA;3,37;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,84;2281,333;1284,128;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 28;0,541;6984;non;-20,49;-20,47;NA;-20,47;33,85;NA;2661;8,6;NA;10,04;NA;3,37;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,25;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9;2,5;1;Mel-atlan 10;0,523;7887;non;-19,61;-19,59;NA;-19,59;42,4;NA;3332;10,97;NA;12,59;NA;3,37;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,33;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10;3;1;Mel-atlan 6;0,486;7772;non;-20,03;-20,02;NA;-20,02;45,04;NA;3309;11,84;NA;13,36;NA;3,37;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,44;1116,923;109,28305;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;58;50;1;Ser-bea 24;0,495;7819;non;-20,06;-20,05;NA;-20,06;42,84;NA;3141;8,89;NA;12,7;NA;3,37;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,93;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13;17,1;1;Xeno-cop 86;0,489;8968;non;-20,05;-20,03;NA;-20,03;41,39;NA;4161;9,77;NA;12,29;NA;3,37;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,3;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;19;12,5;1;Arct-ris 38;0,4565;7902;non;-19,92;-19,89;NA;-19,89;44,76;NA;3073;10,82;NA;13,25;NA;3,38;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,58;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;3,4;1,5;1;Arg-olf 6;0,509;7523;non;-20;-19,98;NA;-20;41,12;NA;3087;9,84;NA;12,18;NA;3,38;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,82;2180,4;1625,32;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 21;0,4745;7823;non;-20,36;-20,33;NA;-20,33;44,14;NA;3171;8,67;NA;13,05;NA;3,38;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,83;2180,4;1625,32;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 22;0,52;7776;non;-20,55;-20,52;NA;-20,52;40,19;NA;3184;9,07;NA;11,9;NA;3,38;NA
