station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,28;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,8;4,5;1;Myct-pun 26;0,474;7633;oui;-20,58;-20,3;-19,88;-19,88;45,05;38,44;2962;9,66;9,6;12,4;11,13;3,63;3,45
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,29;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,8;4,5;1;Myct-pun 32;0,4885;7037;oui;-22,97;-20,11;-20,1;-20,1;54,65;41,45;3950;9,67;9,78;8,75;11,99;6,25;3,46
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,3;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,9;7,5;1;Myct-pun 30;0,514;6943;oui;-21,64;-19,87;-20,46;-20,46;51,54;40;2616;10;10,01;10,03;11,54;5,14;3,46
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,31;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;5,5;1;Myct-pun 22;0,46;8202;oui;-21,32;-20,03;-19,94;-19,94;49,82;38,55;4508;10,67;10,98;10,72;11,11;4,65;3,47
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,32;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,2;6,5;1;Myct-pun 24;0,461;6661;oui;-22,34;-19,49;-19,98;-19,98;54,8;41,39;3737;10,06;10;8,79;11,88;6,23;3,48
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,33;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,7;3,5;1;Myct-pun 27;0,546;8003;oui;-23,31;-19,27;-20;-20;55,82;41,85;3789;9,41;9,78;7,51;11,96;7,44;3,5
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,34;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,8;5,5;1;Myct-pun 31;0,528;8361;oui;-23,64;-17,55;-20,18;-20,18;60,12;41,76;3121;10,07;10,5;6,33;11,91;9,5;3,51
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,35;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3;1;Myct-pun 29;0,541;6743;oui;-21,65;-20,53;-20,01;-20,01;47,44;39,23;2894;9,27;9,31;10,58;11,18;4,49;3,51
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,36;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,4;3,5;1;Myct-pun 25;0,48;6441;oui;-21,87;-20,34;-19,62;-19,62;51,01;40,6;2526;9,43;9,3;10,4;11,54;4,91;3,52
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,37;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,5;6;1;Myct-pun 19;0,5005;7309;oui;-22,67;-19,64;-19,31;-19,31;55,24;40,88;3956;9,84;9,8;8,61;11,6;6,41;3,52
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,38;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,5;7;1;Myct-pun 21;0,5305;7584;oui;-22,78;-19,24;-18,58;-18,58;54,35;39,48;3841;9,52;9,77;7,85;11,18;6,92;3,53
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,39;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6;3,5;1;Myct-pun 23;0,4845;6481;oui;-22,16;-20,1;-19,28;-19,28;50,8;39,62;4156;10,24;10,87;9,34;10,83;5,44;3,66
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,11;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6,5;1;Noto-bol 18;0,509;10477;oui;-22,16;-19,64;-19,7;-19,7;56,85;42,76;4768;11,38;11,18;9,65;12,82;5,89;3,34
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,12;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,1;6;1;Noto-bol 4;0,5235;7901;oui;-22,28;-19,21;-19,91;-19,91;58,05;44,83;4411;10,84;11,36;8,99;13,42;6,46;3,34
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,16;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,4;7;1;Noto-bol 8;0,507;7915;oui;-22,85;-17,84;-19,66;-19,66;60,24;43,51;3404;11,41;11,58;7,16;13;8,41;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,21;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,1;6,5;1;Noto-bol 14;0,455;7290;oui;-23,35;-17;-19,79;-19,79;61,59;44,1;2672;10,76;11,86;6,3;13,15;9,77;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,23;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,1;6,5;1;Noto-bol 15;0,527;8398;oui;-23,24;-18,9;-20,12;-20,12;59,67;43,2;3999;11,68;11,13;7,71;12,85;7,74;3,36
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,27;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,8;5,5;1;Noto-bol 2;0,488;7042;oui;-22,21;-19,7;-19,88;-19,88;55,21;43,8;4303;10,73;11,33;9,38;13,01;5,89;3,37
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,32;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,3;7;1;Noto-bol 13;0,496;7569;oui;-22,89;-18,5;-19,78;-19,78;58,86;44,19;3506;11,44;11,52;7,56;13,08;7,79;3,38
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,33;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6,5;1;Noto-bol 7;0,495;7187;oui;-21,79;-19,53;-19,6;-19,6;55,72;43,02;4600;11,15;11,61;9,89;12,73;5,63;3,38
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,34;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,9;6;1;Noto-bol 10;0,45;7004;oui;-22,63;-19,12;-19,56;-19,56;59,87;44,14;3664;11,27;11,65;8,68;13,03;6,9;3,39
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,36;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,6;5;1;Noto-bol 3;0,488;6901;oui;-21,86;-19,64;-19,84;-19,84;54,26;43,67;4450;10,73;11,29;9,71;12,87;5,59;3,39
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,37;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,9;5,5;1;Noto-bol 5;0,516;7852;oui;-22,7;-18,93;-19,76;-19,76;58,58;43,62;3991;10,98;11,57;8,18;12,85;7,16;3,39
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,38;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6;1;Noto-bol 1;0,49;7543;oui;-23,16;-18,65;-20,3;-20,3;59,39;44,56;3445;10,89;11,38;7,51;13,11;7,91;3,4
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,4;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,4;7,5;1;Noto-bol 19;0,4905;8370;oui;-24,05;-14,56;-19,74;-19,74;64,87;43,91;2393;11,83;11,36;5,01;12,9;12,94;3,4
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,42;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6;1;Noto-bol 11;0,5205;8707;oui;-23,55;-15,83;-19,82;-19,82;64,62;41,54;2854;11,05;11,25;5,79;12,19;11,16;3,41
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,48;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6,5;1;Noto-bol 12;0,532;8046;oui;-22,48;-18,98;-19,74;-19,74;58,26;44,43;4245;11,05;11,78;8,44;12,94;6,9;3,43
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,49;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8;6,5;1;Noto-bol 9;0,532;8324;oui;-23,18;-17,85;-19,84;-19,84;60,36;43,58;3452;11,18;11,9;6,9;12,69;8,74;3,44
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,5;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,1;6;1;Noto-bol 6;0,485;7661;oui;-22,96;-17,85;-19,71;-19,71;60,81;43,95;3248;10,93;11,78;7,15;12,78;8,51;3,44
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,53;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;8,3;6,5;1;Noto-bol 17;0,4645;9189;oui;-21,9;-19,87;-20,04;-20,04;54,87;43,59;4604;11,04;11,08;10,15;12,66;5,41;3,44
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,54;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,6;5,5;1;Noto-bol 16;0,5385;8066;oui;-22,48;-19,9;-20,07;-20,07;56,3;44,2;4956;10,93;10,98;9,45;12,82;5,96;3,45
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,57;3541,185;3516,025;Fish;Myctophidae;noto-bol;Notoscopelus_bolini;7,9;6,5;1;Noto-bol 20;0,4515;9862;oui;-22,81;-18,7;-19,78;-19,78;59,89;43,71;3481;11,24;10,72;7,98;12,63;7,5;3,46
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,03;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,1;2,9;1;Noto-kro 58;0,5385;10133;oui;-20,72;-20;-19,53;-19,53;48,06;39,49;4348;11,13;11,05;11,78;12,02;4,08;3,29
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,05;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;4,4;1;Noto-kro 59;0,5415;11120;oui;-21,5;-19,92;-19,66;-19,66;52,19;41,27;3938;11,45;11,17;10,55;12,51;4,94;3,3
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,1;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;3,9;1;Noto-kro 56;0,5485;10744;oui;-21,35;-20,2;-19,89;-19,89;50,51;41,07;4213;11,43;11,31;11,18;12,32;4,52;3,34
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,13;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,7;3,4;1;Noto-kro 55;0,4695;9736;oui;-21,17;-20,11;-19,74;-19,74;47,01;41,28;5277;11,19;11,22;10,61;12,35;4,43;3,34
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,14;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,5;3,2;1;Noto-kro 45;0,4995;10035;oui;-21,18;-19,92;-19,66;-19,66;50,68;42,9;3770;11,3;11,14;10,96;12,83;4,62;3,34
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,17;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,5;3,3;1;Noto-kro 52;0,4975;9829;oui;-21,1;-20,26;-19,95;-19,95;50,43;42,12;4103;11,2;11,4;11,99;12,58;4,2;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,18;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,8;3,8;1;Noto-kro 54;0,504;10002;oui;-21,51;-20,24;-19,91;-19,91;50,06;40,56;5798;11,15;10,91;10,8;12,11;4,64;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,19;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,4;3,4;1;Noto-kro 60;0,5045;10407;oui;-21,76;-19,69;-19,68;-19,68;53,86;41,91;5260;11,64;11,64;9,88;12,51;5,45;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,22;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,9;8;1;Noto-kro 41;0,537;8263;oui;-21,4;-19,61;-19,42;-19,42;54,4;44,11;3928;11,09;11,25;10,54;13,14;5,16;3,36
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,25;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6;2,8;1;Noto-kro 48;0,5635;10709;oui;-21,26;-20,64;-20,45;-20,45;48,96;43,74;4785;10,6;10,58;12,33;13;3,97;3,36
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,3;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;5,9;2,4;1;Noto-kro 50;0,489;9499;oui;-20,97;-20,25;-19,94;-19,94;49,58;43,31;4068;11,21;11,04;12,13;12,85;4,09;3,37
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,35;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,8;3,5;1;Noto-kro 57;0,464;9560;oui;-22,12;-19,58;-19,94;-19,94;52,73;42,66;4391;10,77;11,18;8,92;12,58;5,91;3,39
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,39;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;4;1;Noto-kro 46;0,5515;8332;oui;-22,03;-20,05;-19,96;-19,96;52,97;43,35;3777;11,33;11,15;9,89;12,75;5,35;3,4
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,41;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,5;3,1;1;Noto-kro 51;0,556;10638;oui;-20,8;-20,44;-20,34;-20,34;48,11;42,71;5000;10,95;10,96;12,94;12,54;3,72;3,41
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,45;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;4;1;Noto-kro 44;0,494;9873;oui;-21,36;-20,32;-20,08;-20,08;50,62;42,92;3914;10,89;10,69;11,49;12,57;4,41;3,41
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,46;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,8;3,6;1;Noto-kro 43;0,449;9429;oui;-21,05;-20,02;-19,78;-19,78;47,46;42,29;5185;11,19;10,56;10,8;12,34;4,39;3,43
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,47;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;3,7;1;Noto-kro 47;0,535;10409;oui;-20,89;-20,04;-19,83;-19,83;50,78;44,25;4414;11,35;11,21;12,06;12,89;4,21;3,43
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,51;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;5,6;2,1;1;Noto-kro 53;0,465;9746;oui;-20,57;-19,98;-19,79;-19,79;47,43;40,85;3825;11,02;10,98;12,01;11,88;3,95;3,44
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,52;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,5;3,5;1;Noto-kro 49;0,4575;10081;oui;-20,99;-20,08;-19,91;-19,91;49,77;43,27;5688;11,22;11,01;11,65;12,57;4,27;3,44
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,55;3541,185;3516,025;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,6;3,8;1;Noto-kro 42;0,4665;9521;oui;-22,3;-19,76;-19,93;-19,93;53,46;42,36;4525;11,31;11,17;9,05;12,29;5,91;3,45
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,9;8;1;Noto-kro 14;0,527;6498;oui;-20,56;-19,89;-19,36;-19,36;48,63;43,57;3172;10,71;10,88;12,08;13,15;4,03;3,31
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,01;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,7;5,5;1;Noto-kro 9;0,453;6142;oui;-22,29;-20,06;-19,8;-19,8;52,93;44,21;3920;11,76;11,67;9,45;13,27;5,6;3,33
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,03;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,6;10,5;1;Noto-kro 15;0,516;6867;oui;-21,44;-20,04;-19,52;-19,52;52,45;43,1;2821;10,7;11,07;11;12,84;4,77;3,36
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,04;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,1;8,5;1;Noto-kro 18;0,472;6874;oui;-22,94;-18,93;-19,62;-19,62;57,02;44,02;3323;11,32;11,71;7,69;13,11;7,41;3,36
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,05;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,5;5,5;1;Noto-kro 12;0,4775;6316;oui;-21,83;-19,9;-19,65;-19,65;51,83;42,62;4276;11,42;11,28;9,79;12,67;5,3;3,36
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,06;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,8;5,5;1;Noto-kro 19;0,5525;8123;oui;-22,8;-19,17;-19,62;-19,62;57,91;42,96;4178;11,46;11,57;8,25;12,74;7,02;3,37
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,07;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,6;5;1;Noto-kro 20;0,451;7822;oui;-21,28;-20,44;-19,99;-19,99;49,86;42,26;2667;11,18;11,58;11,88;12,53;4,2;3,37
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,08;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,6;5;1;Noto-kro 16;0,4615;6645;oui;-22,76;-19,32;-19,43;-19,43;56,17;43,72;3474;11;10,82;8,23;12,94;6,83;3,38
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,09;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,9;10,5;1;Noto-kro 1;0,4795;6359;oui;-22,44;-19,63;-19,71;-19,71;52,56;43,74;3724;11,31;11,16;8,48;12,85;6,2;3,4
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,1;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10,7;15,5;1;Noto-kro 6;0,467;6454;oui;-21,81;-19,77;-19,45;-19,45;53,9;43,62;4252;11,2;11,11;9,97;12,8;5,41;3,41
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,12;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,9;3,5;1;Noto-kro 17;0,491;8182;oui;-21,66;-20,36;-20,13;-20,13;48,22;42,64;2508;10,84;11,13;10,33;12,47;4,67;3,42
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,16;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8;6;1;Noto-kro 13;0,4885;8315;oui;-21,52;-20,41;-20,2;-20,2;49,11;42,51;2664;11,39;11,63;10,97;12,32;4,48;3,45
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,17;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10,7;14,5;1;Noto-kro 7;0,5295;6313;oui;-23,28;-17,84;-19,49;-19,49;30,48;44,44;1607;11,03;11,34;3,45;12,87;8,84;3,45
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,18;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,9;11,5;1;Noto-kro 2;0,5055;7233;oui;-22,61;-19,18;-19,63;-19,63;56,72;44,35;3869;11,13;11,53;8,32;12,83;6,82;3,46
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,21;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,5;5;1;Noto-kro 5;0,491;6241;oui;-21,36;-20,48;-20,08;-20,08;49,83;42,65;2857;11,01;10,78;11,74;12,3;4,24;3,47
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,23;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;11;14,5;1;Noto-kro 11;0,549;7978;oui;-22,7;-18,85;-19,51;-19,51;56,72;43,7;3963;10,68;10,72;7,84;12,52;7,24;3,49
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,26;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10,2;12;1;Noto-kro 8;0,4775;7116;oui;-22,65;-19,07;-19,79;-19,79;58,49;44,07;3632;11,1;11,49;8,38;12,59;6,98;3,5
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,28;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,3;10;1;Noto-kro 4;0,506;7097;oui;-23,1;-18,17;-19,49;-19,49;55,49;42,65;3063;11,14;10,7;6,66;12,11;8,34;3,52
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,34;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8;6,5;1;Noto-kro 10;0,465;6181;oui;-21,84;-19,81;-19,71;-19,71;51,99;42,75;4091;11,09;10,99;9,62;11,95;5,41;3,58
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,35;1661,471;1290,521;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10,4;14,5;1;Noto-kro 3;0,542;7873;oui;-23,04;-18,85;-19,77;-19,77;57,38;44,91;3792;10,98;10,59;7,57;12,55;7,58;3,58
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10;11,2;1;Noto-kro 26;0,4505;9673;oui;-22,25;-18,93;-19,3;-19,3;54,51;42,3;3899;11,49;11,33;8,13;12,74;6,71;3,32
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,01;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;10,4;15,3;1;Noto-kro 21;0,485;9799;oui;-20,68;-19,86;-19,63;-19,63;50;43,05;3999;11,33;10,93;11,95;12,9;4,18;3,34
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,02;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,5;7,5;1;Noto-kro 24;0,5125;8287;oui;-22,31;-18,74;-19,14;-19,14;57,78;41,73;4548;11,51;11,41;8,3;12,48;6,96;3,34
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,03;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,5;4,5;1;Noto-kro 39;0,528;10834;oui;-22,19;-19,92;-19,98;-19,98;52,89;40,81;5293;11,1;10,92;9,36;12,16;5,65;3,36
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,04;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,5;4,7;1;Noto-kro 31;0,4955;10001;oui;-20,82;-19,95;-19,72;-19,72;45,52;42,03;5690;11,52;11,29;10,76;12,52;4,23;3,36
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,05;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,7;8,3;1;Noto-kro 25;0,514;8985;oui;-23,11;-17,89;-19,59;-19,59;61,48;42,44;3906;11,3;11,27;7,12;12,64;8,63;3,36
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,06;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;11,3;17,4;1;Noto-kro 23;0,5145;9841;oui;-19,66;-19,39;-19,15;-19,15;48,59;43,29;4807;11,51;11,36;13,42;12,88;3,62;3,36
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,07;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,8;8,4;1;Noto-kro 28;0,5625;8894;oui;-22,12;-19,14;-19,46;-19,46;56,26;45,07;5340;11,01;11,29;8,84;13,4;6,36;3,36
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,08;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,1;4,2;1;Noto-kro 33;0,522;10815;oui;-21,41;-20,05;-19,85;-19,85;52,72;42;4030;10,9;11,03;11,15;12,48;4,73;3,37
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,09;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9;9,3;1;Noto-kro 27;0,5065;11140;oui;-21,89;-19,43;-19,31;-19,31;56,45;43,33;5207;11,16;11,24;9,67;12,79;5,84;3,39
